Name,Release_season,Rating,Release_year,End_year
Gakuen Alice,Fall ,3.89,2004,2005
The Wallflower,Fall ,3.89,2006,2007
Knight's & Magic,Summer,3.89,2017,Ongoing
Towanoquon Movie 5: The Return of the Invincible,no data,3.89,2011,Ongoing
Cautious Hero: The Hero Is Overpowered but Overly Cautious,Fall ,3.89,2019,Ongoing
Dou Po Cangqiong 2nd Season Specials,no data,3.89,2019,Ongoing
"Hora, Mimi ga Mieteru yo!",Fall ,3.89,2018,Ongoing
IRODUKU: The World in Colors,Fall ,3.89,2018,Ongoing
Kino's Journey: Byouki no Kuni -For You-,no data,3.89,2007,Ongoing
Kaguya-sama: Love Is War OVA,no data,3.89,2021,Ongoing
Psycho-Pass 3,Fall ,3.89,2019,Ongoing
Hidamari Sketch x SP,no data,3.89,2011,Ongoing
Sound! Euphonium Movie 3: Our Promise - A Brand New Day,no data,3.89,2019,Ongoing
Xam'd: Lost Memories,Summer,3.89,2008,2009
High School DxD BorN: Yomigaeranai Fushichou,no data,3.89,2015,Ongoing
Forest of Piano 2nd Season,Winter,3.89,2019,Ongoing
Mobile Suit Zeta Gundam,no data,3.89,1985,1986
Macross Frontier Movie 1: Itsuwari no Utahime,no data,3.89,2009,Ongoing
Birdy the Mighty: Decode 2,Winter,3.89,2009,Ongoing
K,Fall ,3.89,2012,Ongoing
Servant x Service,Summer,3.89,2013,Ongoing
Banner of the Stars III,no data,3.89,2005,Ongoing
Saiyuki Gaiden: Tokubetsu-hen - Kouga no Shou,no data,3.89,2013,2015
Strike Witches Movie,no data,3.88,2012,Ongoing
Pokemon Journeys,Fall ,3.88,2019,Ongoing
Love Live! Superstar!!,Summer,3.88,2021,Ongoing
How a Realist Hero Rebuilt the Kingdom,Summer,3.88,2021,Ongoing
The Saint's Magic Power is Omnipotent,Spring,3.88,2021,Ongoing
Wu Geng Ji 4th Season,no data,3.88,2021,Ongoing
We Never Learn!,Fall ,3.88,2019,Ongoing
Miss Kobayashi's Dragon Maid S Short Animation Series,Spring,3.88,2021,Ongoing
Nodame Cantabile OVA 2,no data,3.88,2010,Ongoing
Digimon Adventure Tri. Movie 1: Reunion,no data,3.88,2015,Ongoing
Fairy Tail Movie 1: Phoenix Priestess - The First Morning,no data,3.88,2013,Ongoing
Read or Die,no data,3.88,2001,2002
Air Gear: Kuro no Hane to Nemuri no Mori -Break on the Sky-,no data,3.88,2010,2011
Dawang Raoming,no data,3.88,2021,Ongoing
Junjou Romantica Special,no data,3.88,2008,Ongoing
Yuan Long 2nd Season,no data,3.88,2021,Ongoing
Rozen Maiden: Ouvertüre,no data,3.88,2006,Ongoing
Peerless Battle Spirit,no data,3.88,2021,Ongoing
Tian Huan Zhan Shen,no data,3.88,2021,Ongoing
Mobile Suit Gundam: Hathaway's Flash I,no data,3.88,2021,Ongoing
Kabaneri of the Iron Fortress Part 1: Light That Gathers,no data,3.88,2016,Ongoing
Teasing Master Takagi-san,Winter,3.88,2018,Ongoing
Tokyo Ravens,Fall ,3.88,2013,2014
Minami-ke Okaeri,Winter,3.88,2009,Ongoing
Dr. Stone: Stone Wars - Eve of the Battle,Fall ,3.88,2020,Ongoing
One Piece Movie 6: Baron Omatsuri and the Secret Island,no data,3.88,2005,Ongoing
New Game!,Summer,3.88,2016,Ongoing
Ling Long: Incarnation Part II,no data,3.88,2020,Ongoing
GaoGaiGar FINAL Grand Glorious Gathering,Spring,3.88,2005,Ongoing
Hidamari Sketch x 365 Specials,no data,3.88,2009,Ongoing
Attack on Titan Movie 1: Crimson Bow and Arrow,no data,3.88,2014,Ongoing
Baka and Test - Summon the Beasts,Winter,3.88,2010,Ongoing
Memory of Chang'an 2nd Season,no data,3.88,2021,Ongoing
A Certain Magical Index Movie: The Miracle of Endymion,no data,3.88,2013,Ongoing
The Daily Life of the Immortal King,no data,3.88,2020,Ongoing
Cells at Work! Code Black,Winter,3.88,2021,Ongoing
Tada Never Falls in Love,Spring,3.88,2018,Ongoing
Rage of Bahamut: Genesis,Fall ,3.88,2014,Ongoing
Shura no Toki: Age of Chaos,Spring,3.88,2004,Ongoing
One Piece: Episode of Skypiea,no data,3.88,2018,Ongoing
L.O.R.D: Legend of Ravaging Dynasties 2,no data,3.88,2020,Ongoing
Isekai Quartet 2,Winter,3.88,2020,Ongoing
Ushio and Tora TV,Summer,3.88,2015,Ongoing
Date A Bullet: Nightmare or Queen,no data,3.88,2020,Ongoing
Shounen Maid,Spring,3.88,2016,Ongoing
Evangelion: 3.0 You Can (Not) Redo,no data,3.88,2012,Ongoing
Maid-sama!: Omake dayo!,no data,3.88,2011,Ongoing
Ergo Proxy,Winter,3.88,2006,Ongoing
Yes ka No ka Hanbun ka,no data,3.88,2020,Ongoing
Mu Wang Zhi Wang: Han Tie Dou,no data,3.88,2017,Ongoing
Ze Tian Ji 5th Season,no data,3.88,2020,Ongoing
AKB0048: Next Stage,Winter,3.88,2013,Ongoing
Michiko & Hatchin,Fall ,3.88,2008,2009
Luo Xiaohei Zhan Ji: Zhongsheng Zhi Men,no data,3.88,2021,Ongoing
Ani ni Tsukeru Kusuri wa Nai! 4,Summer,3.88,2020,Ongoing
Heaven's Lost Property: Project Pink,no data,3.87,2010,Ongoing
Rozen Maiden: Träumend,Fall ,3.87,2005,2006
Kaleido Star: Legend of Phoenix ~Layla Hamilton Story~,no data,3.87,2005,Ongoing
The Heike Story,Fall ,3.87,2021,Ongoing
Inu x Boku Secret Service,Winter,3.87,2012,Ongoing
Detective Conan Movie 11: Jolly Roger in the Deep Azure,no data,3.87,2007,Ongoing
Hozuki's Coolheadedness,Winter,3.87,2014,Ongoing
The Twelve Kingdoms,Spring,3.87,2002,2003
Servamp: Hai ni Mamireta Shoukei - All the world's a stage,no data,3.87,2017,Ongoing
Arakawa Under the Bridge x Bridge,Fall ,3.87,2010,Ongoing
Tenchi Muyo! Ryo-Ohki,no data,3.87,1992,1993
Space Dandy,Winter,3.87,2014,Ongoing
Fate/stay night,Winter,3.87,2006,Ongoing
Little Busters! EX,no data,3.87,2014,Ongoing
Denpa Teki na Kanojo,no data,3.87,2009,Ongoing
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Winter,3.87,2013,Ongoing
Penguindrum,Summer,3.87,2011,Ongoing
A Letter to Momo,no data,3.87,2011,Ongoing
My Next Life as a Villainess: All Routes Lead to Doom! X,Summer,3.87,2021,Ongoing
City Hunter '91,no data,3.87,1991,Ongoing
Persona 4 the Animation,Fall ,3.87,2011,2012
Thunderbolt Fantasy Movie: The Sword of Life and Death,no data,3.87,2017,Ongoing
Eden of the East Compilation: Air Communication,no data,3.87,2009,Ongoing
Place to Place,Spring,3.87,2012,Ongoing
Our love has always been 10 centimeters apart.,Fall ,3.87,2017,Ongoing
Yowamushi Pedal: Spare Bike,no data,3.87,2016,Ongoing
millenium parade: U,no data,3.87,2021,Ongoing
Xuyuan Shenlong,no data,3.87,2021,Ongoing
Asobi Asobase Specials,no data,3.87,2018,Ongoing
Genshiken,Fall ,3.87,2004,Ongoing
The Seven Deadly Sins: Signs of Holy War,Summer,3.87,2016,Ongoing
The Seven Deadly Sins: Revival of the Commandments Prologue,no data,3.87,2018,Ongoing
Zhen Dao Ge,no data,3.87,2021,Ongoing
Xixing Ji 2nd Season,no data,3.87,2019,2020
Shiguang Zhaoxiangguan de Richang,no data,3.87,2021,Ongoing
Yu Yu Hakusho: Eizou Hakusho,no data,3.87,1994,1996
Detective Conan OVA 4: Conan and Kid and Crystal Mother,no data,3.87,2004,Ongoing
Magical Girl Lyrical Nanoha StrikerS,Spring,3.87,2007,Ongoing
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,no data,3.87,2008,Ongoing
Ling Long: Incarnation,no data,3.87,2019,Ongoing
Pokemon Generations,Summer,3.87,2016,2017
Nisekoi:,Spring,3.87,2015,Ongoing
InuYasha,Fall ,3.87,2000,2004
Magical Girl Lyrical Nanoha THE MOVIE 3rd Reflection,no data,3.87,2017,Ongoing
Asobi Asobase OVA,no data,3.87,2018,Ongoing
Honkai Impact 3rd: Lament of the Fallen,no data,3.87,2020,Ongoing
Hunter x Hunter: Phantom Rouge,no data,3.87,2013,Ongoing
Naruto Shippuden: Sunny Side Battle!,no data,3.87,2013,Ongoing
Aikatsu Stars!,Spring,3.87,2016,2017
Tropical-Rouge! Pretty Cure,Winter,3.87,2021,Ongoing
Hetalia: The World Twinkle - Surprise Halloween!,no data,3.87,2016,Ongoing
"Love, Chunibyo & Other Delusions! Sparkling... Slapstick Noel",no data,3.87,2013,Ongoing
The Seven Deadly Sins: Revival of the Commandments OVA,no data,3.87,2018,Ongoing
Angels of Death (Web),Fall ,3.87,2018,Ongoing
Kill Bill Chapter 3: The Origin of O-Ren,no data,3.87,2003,Ongoing
Guilty Crown,Fall ,3.87,2011,2012
Sengoku Basara: Samurai Kings 2,Summer,3.86,2010,Ongoing
Hunter x Hunter: The Last Mission,no data,3.86,2013,Ongoing
"Is this a Zombie? Of the Dead: Yes, This Suits Me Just Fine",no data,3.86,2012,Ongoing
Kuroko's Basketball: Oshaberi Shiyou ka,no data,3.86,2017,Ongoing
Doraemon: Nobita no Shin Kyouryuu,no data,3.86,2020,Ongoing
Persona 3 the Movie 3: Falling Down,no data,3.86,2015,Ongoing
Ah! My Goddess: Flights of Fancy,Spring,3.86,2006,Ongoing
One Piece: Romance Dawn Story,no data,3.86,2008,Ongoing
Lupin III: The Woman Called Fujiko Mine,Spring,3.86,2012,Ongoing
Sengoku Basara: Samurai Kings Movie - The Last Party,no data,3.86,2011,Ongoing
Beyblade: Burst God,Spring,3.86,2017,2018
The Legend of Sky Lord,no data,3.86,2020,Ongoing
Seitokai Yakuindomo,Summer,3.86,2010,Ongoing
Giovanni's Island,no data,3.86,2014,Ongoing
Chi's Sweet Home,Spring,3.86,2008,Ongoing
Super Dimensional Fortress Macross: Do You Remember Love,no data,3.86,1984,Ongoing
Assassination Classroom Episode 0: Deai no Jikan,no data,3.86,2014,Ongoing
Quanzhi Fashi,no data,3.86,2016,Ongoing
A3! Season Autumn & Winter,Fall ,3.86,2020,Ongoing
Haré+Guu,Spring,3.86,2001,Ongoing
The Fruit of Grisaia,Fall ,3.86,2014,Ongoing
Naruto Shippuden Movie 4: The Lost Tower,no data,3.86,2010,Ongoing
Kino's Journey -the Beautiful World- the Animated Series,Fall ,3.86,2017,Ongoing
Hakuouki: Record of the Jade Blood,Fall ,3.86,2010,Ongoing
Isekai Quartet,Spring,3.86,2019,Ongoing
House of Five Leaves,Spring,3.86,2010,Ongoing
Tenchi Muyo! Ryo-Ohki 3,no data,3.86,2003,2005
Shining Star,no data,3.86,2017,2018
Miss Kobayashi's Dragon Maid S Short Animation Series Specials,Summer,3.86,2021,Ongoing
Beryl and Sapphire,no data,3.86,2018,2019
Kindaichi Shounen no Jikenbo,Spring,3.86,1997,2000
Chrome Shelled Regios,Winter,3.86,2009,Ongoing
Tenchi Muyo! Ryo Ohki: Final Confrontations,no data,3.86,2005,Ongoing
Blood Blockade Battlefront,Spring,3.86,2015,Ongoing
Kageki Shoujo!!,Summer,3.86,2021,Ongoing
Slayers,Spring,3.86,1995,Ongoing
Vandread: The Second Stage,Fall ,3.86,2001,2002
Gundam Build Fighters,Fall ,3.86,2013,2014
Jang Geum Ieui Kkum,no data,3.86,2005,2006
A Certain Scientific Railgun OVA,no data,3.86,2010,Ongoing
High School Fleet Movie,no data,3.86,2020,Ongoing
Bleach Movie 2: The DiamondDust Rebellion,no data,3.86,2007,Ongoing
Shugo Chara!! Doki,Fall ,3.86,2008,2009
Strawberry Marshmallow,Summer,3.86,2005,Ongoing
LMYK: 0 (zero) (English Version),no data,3.86,2021,Ongoing
A Certain Magical Index,Fall ,3.86,2008,2009
Darker than Black: Beneath Cherry Blossoms in Full Bloom...,no data,3.86,2008,Ongoing
Remake our Life!,Summer,3.86,2021,Ongoing
Charlotte Special,no data,3.86,2016,Ongoing
Towanoquon Movie 3: The Complicity of Dreams,no data,3.86,2011,Ongoing
Against the Gods,no data,3.86,2019,2021
Minami-ke Betsubara,no data,3.86,2009,Ongoing
Wolf's Rain,Winter,3.86,2003,Ongoing
Saint Seiya: The Hades Chapter - Elysion,no data,3.86,2008,Ongoing
REBORN! Special,Winter,3.86,2010,Ongoing
Initial D Battle Stage,no data,3.86,2002,Ongoing
Seraph of the End: The Beginning of the End,no data,3.86,2015,Ongoing
Danganronpa 3: The End of Hope's Peak Academy- Future Arc,Summer,3.86,2016,Ongoing
Persona 4 the Animation: The Factor of Hope,no data,3.85,2012,Ongoing
Digimon Adventure Tri. Movie 4: Loss,no data,3.85,2017,Ongoing
Space Brothers #0,no data,3.85,2014,Ongoing
Linkin Park: Breaking the Habit,no data,3.85,2004,Ongoing
Kabaneri of the Iron Fortress,Spring,3.85,2016,Ongoing
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,no data,3.85,2019,Ongoing
Devilman: Crybaby,Winter,3.85,2018,Ongoing
Detective Conan OVA 11: A Secret Order from London,no data,3.85,2011,Ongoing
Code Geass: Akito the Exiled,no data,3.85,2012,2016
Detective Conan OVA 6: Follow the Vanished Diamond! Conan and Heiji vs Kid!,no data,3.85,2006,Ongoing
Nisekoi OVA,no data,3.85,2014,2015
Lupin III: Part VI,Fall ,3.85,2021,Ongoing
Squid Girl 2,Fall ,3.85,2011,Ongoing
Dragon Ball Z Movie 15: Resurrection 'F',no data,3.85,2015,Ongoing
The Helpful Fox Senko-san,Spring,3.85,2019,Ongoing
Mitsudomoe Special,no data,3.85,2011,Ongoing
Dororo,no data,3.85,1969,Ongoing
The Prince of Tennis: A Day on Survival Mountain,no data,3.85,2002,Ongoing
Lady Jewelpet,Spring,3.85,2014,2015
InuYasha The Movie 2: The Castle Beyond the Looking Glass,no data,3.85,2002,Ongoing
Twittering Birds Never Fly: Don't Stay Gold,no data,3.85,2021,Ongoing
Fullmetal Alchemist: Brotherhood: 4-Koma Theater,no data,3.85,2009,2010
Kakegurui,Summer,3.85,2017,Ongoing
Macross Plus Movie Edition,no data,3.85,1995,Ongoing
Pokemon Evolutions,Summer,3.85,2021,Ongoing
Ranma 1/2 Super,no data,3.85,1995,1996
The Great Passage,Fall ,3.85,2016,Ongoing
Kuroko's Basketball 2: NG-shuu,no data,3.85,2014,Ongoing
The Place Promised in Our Early Days,no data,3.85,2004,Ongoing
Osomatsu-san (2017),no data,3.85,2017,Ongoing
Ling Long: Incarnation Zhong Zhang,no data,3.85,2019,Ongoing
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,no data,3.85,2011,Ongoing
Himouto! Umaru-chan OVA,no data,3.85,2017,Ongoing
Super Secret,no data,3.85,2020,2021
Garo Movie: Divine Flame,no data,3.85,2016,Ongoing
Utawarerumono,Spring,3.85,2006,Ongoing
Aldnoah.Zero,Summer,3.85,2014,Ongoing
Shouxi Yu Ling Shi 2nd Season,no data,3.85,2021,Ongoing
Uma Musume: Pretty Derby Season 2,Winter,3.85,2021,Ongoing
Houkago no Ouji-sama,no data,3.85,2014,2015
Dragon Ball Z Special 2: The History of Trunks,no data,3.85,1993,Ongoing
Heaven's Memo Pad,Summer,3.85,2011,Ongoing
Wo Zai Hougong Dang Ju Ju,no data,3.85,2018,Ongoing
Koyomimonogatari,Winter,3.85,2016,Ongoing
Wise Man’s Grandchild,Spring,3.85,2019,Ongoing
Black Jack Final,no data,3.85,2011,Ongoing
Amagi Brilliant Park,Fall ,3.85,2014,Ongoing
The Familiar of Zero,Summer,3.85,2006,Ongoing
My Bride is a Mermaid,Spring,3.85,2007,Ongoing
Slam Dunk Movie 4,no data,3.85,1995,Ongoing
Salaryman Kintaro,Winter,3.85,2001,Ongoing
One Piece Movie 9: Episode of Chopper - The Miracle Winter Cherry Blossom,no data,3.85,2008,Ongoing
Hell Girl: Three Vessels,Fall ,3.85,2008,2009
Uta no Prince-sama: Maji Love 2000% Special,no data,3.85,2013,Ongoing
Time Jam: Valerian & Laureline,no data,3.85,2007,2008
Hetalia: The World Twinkle Specials,no data,3.85,2015,Ongoing
Valkyria Chronicles,Spring,3.85,2009,Ongoing
Bleach Movie 1: Memories of Nobody,no data,3.84,2006,Ongoing
Sailor Moon Sailor Stars,no data,3.84,1996,1997
Ranma 1/2 Special,no data,3.84,1994,1995
Arifureta: From Commonplace to World's Strongest,Summer,3.84,2019,Ongoing
Macross Frontier Deculture Edition,no data,3.84,2007,Ongoing
Toradora! The True Meaning of Bento,no data,3.84,2011,Ongoing
Date a Live III,Winter,3.84,2019,Ongoing
Aoki Hagane no Arpeggio: Ars Nova Cadenza,no data,3.84,2015,Ongoing
Mahou Sensei Negima! ~Mou Hitotsu no Sekai~,no data,3.84,2009,2010
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,no data,3.84,2011,Ongoing
The Garden of Sinners: Recalled Out Summer - Extra Chorus,no data,3.84,2013,Ongoing
Angel Beats! Hell's Kitchen,no data,3.84,2015,Ongoing
Himouto! Umaru-chan R,Fall ,3.84,2017,Ongoing
The Eccentric Family,Summer,3.84,2013,Ongoing
Is this a Zombie?,Winter,3.84,2011,Ongoing
Oreimo Specials,no data,3.84,2011,Ongoing
Hanasakeru Seishounen,Spring,3.84,2009,2010
League of Legends: Kin of the Stained Blade,no data,3.84,2020,Ongoing
Ranma 1/2,no data,3.84,1989,1992
Hello World,no data,3.84,2019,Ongoing
Angel Beats! Another Epilogue,no data,3.84,2010,Ongoing
My Teen Romantic Comedy SNAFU OVA,no data,3.84,2013,Ongoing
Ace of the Diamond OVA,no data,3.84,2014,2015
Macross Zero,no data,3.84,2002,2004
Ajin Movie 1: Shoudou,no data,3.84,2015,Ongoing
takt op.Destiny,Fall ,3.84,2021,Ongoing
When They Cry: Rei,no data,3.84,2009,Ongoing
Crest of the Stars,Winter,3.84,1999,Ongoing
Jewelpet Twinkle Special,no data,3.84,2013,Ongoing
Date A Bullet: Dead or Bullet,no data,3.84,2020,Ongoing
City Hunter Movie: Shinjuku Private Eyes,no data,3.84,2019,Ongoing
Maria Watches Over Us Season 2,Summer,3.84,2004,Ongoing
Tales of Symphonia the Animation: Tethe'alla Episode,no data,3.84,2010,2011
Persona 4 the Animation: No One is Alone,no data,3.84,2012,Ongoing
Prince of Tennis: Best Games!!,no data,3.84,2018,Ongoing
Smile Down the Runway,Winter,3.84,2020,Ongoing
Sailor Moon S,no data,3.84,1994,1995
Is the Order a Rabbit? Bloom,Fall ,3.84,2020,Ongoing
Kakegurui XX,Winter,3.84,2019,Ongoing
"Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars",no data,3.84,2014,Ongoing
Tonari no Seki-kun: The Master of Killing Time,Winter,3.84,2014,Ongoing
Mobile Suit Gundam: Char's Counterattack,no data,3.84,1988,Ongoing
Toward the Terra TV,Spring,3.84,2007,Ongoing
Ze Tian Ji 2nd Season,no data,3.84,2016,Ongoing
Penguin Highway,no data,3.84,2018,Ongoing
Blue Exorcist OVA,no data,3.84,2017,Ongoing
Meng Qi Shi Shen 2nd Season,no data,3.84,2021,Ongoing
Dragon Ball Z Special 1: Bardock - The Father of Goku,no data,3.84,1990,Ongoing
Wan Jie Shenzhu 3rd Season,no data,3.84,2021,Ongoing
The Faraway Paladin,Fall ,3.84,2021,2022
Les Miserables: Shoujo Cosette,Winter,3.84,2007,Ongoing
History's Strongest Disciple Kenichi OVA Specials,no data,3.84,2013,2014
Wan Jie Shenzhu 2nd Season,no data,3.84,2020,Ongoing
ChibiReve,Spring,3.84,2021,Ongoing
Ojii-san no Lamp,no data,3.84,2011,Ongoing
Kiratto Pri-chan 2nd Season,Spring,3.84,2019,2020
Star Twinkle Pretty Cure Movie: Hoshi no Uta ni Omoi wo Komete,no data,3.84,2019,Ongoing
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin II,no data,3.84,2019,2020
Motto To Love Ru,Fall ,3.84,2010,Ongoing
We Never Learn OVA,no data,3.84,2019,2020
Hetalia: The World Twinkle,Summer,3.84,2015,Ongoing
Akagi,Fall ,3.84,2005,2006
Kino's Journey: Tower Country,no data,3.84,2005,Ongoing
Detective Conan Movie 09: Promo Special,no data,3.84,2005,Ongoing
Comedy,no data,3.84,2002,Ongoing
Love Live! Sunshine!! 2nd Season,Fall ,3.84,2017,Ongoing
Melancholy of Haruhi-chan Suzumiya,no data,3.84,2009,Ongoing
The Ambition of Oda Nobuna,Summer,3.84,2012,Ongoing
Trinity Seven Movie: Eternal Library & Alchemic Girl,no data,3.84,2017,Ongoing
Beyblade Burst Dynamite Battle,no data,3.84,2021,Ongoing
Naruto Shippuden Movie 3: The Will of Fire,no data,3.84,2009,Ongoing
ItaKiss,Spring,3.84,2008,Ongoing
Chang’an Huan Jie,no data,3.83,2020,2021
Detective Academy Q,Spring,3.83,2003,2004
Ah! My Goddess: Fighting Wings,no data,3.83,2007,Ongoing
Rent-A-Girlfriend,Summer,3.83,2020,Ongoing
Over Drive,Spring,3.83,2007,Ongoing
One Piece Movie 5: The Curse of the Sacred Sword,no data,3.83,2004,Ongoing
Free! Movie: The Final Stroke - Zenpen,no data,3.83,2021,Ongoing
Place to Place: Place=Princess,no data,3.83,2012,Ongoing
Tales of Zestiria: The X (2017),Winter,3.83,2017,Ongoing
"The Girl From the Other Side: Siuil, a Run OVA",no data,3.83,2019,Ongoing
Ghost Stories,Fall ,3.83,2000,2001
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 2 - Tamashii,no data,3.83,2017,Ongoing
Danchi Tomoo: Natsuyasumi no Shukudai wa Owatta no ka yo? Tomoo,no data,3.83,2014,Ongoing
Uta no Prince-sama: Maji Love 2000%,Spring,3.83,2013,Ongoing
Macross Plus,no data,3.83,1994,1995
Lupin III Special 28: Prison of the Past,no data,3.83,2019,Ongoing
Mary and the Witch's Flower,no data,3.83,2017,Ongoing
Recovery of an MMO Junkie Special,no data,3.83,2017,Ongoing
The Idaten Deities Know Only Peace,Summer,3.83,2021,Ongoing
Handa-kun,Summer,3.83,2016,Ongoing
Detective Conan Magic File 3: Shinichi and Ran: Memories of Mahjong Tiles and Tanabata,no data,3.83,2009,Ongoing
Rurouni Kenshin: New Kyoto Arc,no data,3.83,2011,2012
Fullmetal Alchemist: The Sacred Star of Milos,no data,3.83,2011,Ongoing
Kaleido Star: New Wings ~Extra Stage~,no data,3.83,2004,Ongoing
Kuroko's Basketball 3: NG-shuu,no data,3.83,2015,Ongoing
5 Centimeters per Second,no data,3.83,2007,Ongoing
PriPara Movie: Minna de Kagayake! Kirarin☆Star Live!,no data,3.83,2017,Ongoing
Dragon Nest: Warriors' Dawn,no data,3.83,2014,Ongoing
Future Diary: Redial,no data,3.83,2013,Ongoing
Highschool of the Dead,Summer,3.83,2010,Ongoing
Ajin Movie 3: Shougeki,no data,3.83,2016,Ongoing
Non Non Biyori: Okinawa e Ikukoto ni Natta,no data,3.83,2014,Ongoing
Pokemon Movie 23: Secrets of the Jungle,no data,3.83,2020,Ongoing
Romeo x Juliet,Spring,3.83,2007,Ongoing
Ling Long: Incarnation Special,no data,3.83,2021,Ongoing
Aggretsuko 4,Fall ,3.83,2021,Ongoing
Moonlight Mile 2nd Season - Touch down,Summer,3.83,2007,Ongoing
Mayo Chiki!,Summer,3.83,2011,Ongoing
White Album 2,Fall ,3.83,2013,Ongoing
Sgt. Frog,Spring,3.83,2004,2011
Mu Wang Zhi Wang: Xuan Guan Si,no data,3.83,2017,2018
Giant Robo,no data,3.83,1992,1998
Doraemon Movie 38: Nobita's Treasure Island,no data,3.83,2018,Ongoing
The Prince of Tennis: A Gift from Atobe,no data,3.83,2005,Ongoing
Doraemon (2005),Spring,3.83,2005,Ongoing
Tokyo Ghoul: Jack,no data,3.83,2015,Ongoing
Big Fish & Begonia,no data,3.83,2016,Ongoing
Date a Live Movie: Mayuri Judgement,no data,3.83,2015,Ongoing
ACCA: 13-Territory Inspection Dept.,Winter,3.83,2017,Ongoing
Squid Girl OVA,no data,3.83,2012,2014
Doraemon Movie 37: Nobita no Nankyoku Kachi Kochi Daibouken,no data,3.83,2017,Ongoing
Obey Me! Devildom Family Trip!,no data,3.83,2021,Ongoing
Un-Go: Chapter of Inga,no data,3.83,2011,Ongoing
